Capilla del monte,-30.890136,-30.832593,-64.570568,-64.493149
San Esteban,-30.939541,-30.916680,-64.517190,-64.488222
Los Cocos,-30.939611,-30.912663,-64.551806,-64.488978
Cruz Grande,-30.957891,-30.928825,-64.507869,-64.462037
Dolores,-30.913650,-30.901421,-64.540686,-64.516202
El Aguila Blanca,-30.870760,-30.859420,-64.575742,-64.555181
Canteras Quilpo,-30.839998,-30.826522,-64.682499,-64.650217
Sierra chica,-32.955,-34.95536818635516,-63.992000000000004,-65.99211661457356
